TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-130013-2025","2025-12-18 15:37:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1090000","59.73","59.73","1 B/R","1","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","TREPPAN TOWER"
"102-130015-2025","2025-12-18 15:39:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","750000","33.5","33.5","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Binghatti Hillside"
"102-130016-2025","2025-12-18 15:40:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1289000","39.86","39.86","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130017-2025","2025-12-18 15:41:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2090000","90","90","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130018-2025","2025-12-18 15:42:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3928710","141.96","141.96","3 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130019-2025","2025-12-18 15:43:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1372792","66.36","66.36","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","The central downtown "
"102-130020-2025","2025-12-18 15:43:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","7725000","147.3","147.3","2 B/R","1","","","","0","0","","W Residences at Dubai Harbour"
"102-130021-2025","2025-12-18 15:44:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2306000","87.82","87.82","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130022-2025","2025-12-18 15:44:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4239888","273.96","273.96","4 B/R","","","","","0","0","","The Valley - Vindera"
"102-130023-2025","2025-12-18 15:45:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2212275","111.11","111.11","2 B/R","1","","","","0","0","","Firoza"
"102-130024-2025","2025-12-18 15:46:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2342000","87.82","87.82","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130025-2025","2025-12-18 15:46:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1108999","77.52","77.52","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130026-2025","2025-12-18 15:48:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2370000","87.82","87.82","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130027-2025","2025-12-18 15:49:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","480000","32.05","32.05","Studio","1","","","","0","0","","AZIZI VENICE 10"
"102-130028-2025","2025-12-18 15:50:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1352000","38.02","38.02","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130029-2025","2025-12-18 15:52:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","5701000","139.81","139.81","NA","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","ME DO RE Business"
"102-130030-2025","2025-12-18 15:52:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2044000","73.67","73.67","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130031-2025","2025-12-18 15:56:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4219888","257.99","257.99","4 B/R","","","","","0","0","","The Valley - Vindera"
"102-130032-2025","2025-12-18 15:57:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4532888","236.15","236.15","4 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130033-2025","2025-12-18 16:04:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3475888","141.96","141.96","3 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130035-2025","2025-12-18 16:04:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","7740000","147.58","147.58","2 B/R","1","","","","0","0","","W Residences at Dubai Harbour"
"102-130036-2025","2025-12-18 16:05:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1700000","111.37","111.37","2 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Marquis One"
"102-130037-2025","2025-12-18 16:06:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1199999","92.63","92.63","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130038-2025","2025-12-18 16:07:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4212888","252","252","4 B/R","","","","","0","0","","The Valley - Vindera"
"102-130039-2025","2025-12-18 16:08:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Satwa","Unit","Flat","1700500","74.63","74.63","1 B/R","1","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","The Grandala"
"102-130040-2025","2025-12-18 16:10:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3768888","155.69","155.69","3 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130041-2025","2025-12-18 16:12:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","684999","34.77","34.77","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130042-2025","2025-12-18 16:16:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4003888","148.73","148.73","3 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130043-2025","2025-12-18 17:31:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4512365","305.72","305.72","4 B/R","","","","","0","0","","The Valley - Avena"
"102-130044-2025","2025-12-18 16:18:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4243888","281.81","281.81","4 B/R","","","","","0","0","","The Valley - Vindera"
"102-130045-2025","2025-12-18 16:19:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1201947","77.01","77.01","1 B/R","1  0","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Antalya By Karma"
"102-130046-2025","2025-12-18 16:21:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1763592","109.06","109.06","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Urban Park Residences"
"102-130047-2025","2025-12-18 16:23:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4761888","249.73","249.73","4 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130048-2025","2025-12-18 16:23:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","3128888","161.06","161.06","3 B/R","","","","","0","0","","The Valley - Vindera"
"102-130049-2025","2025-12-18 16:24:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","717999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130050-2025","2025-12-18 16:27:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3364888","150.6","150.6","3 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130051-2025","2025-12-18 16:28:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","720999","34.77","34.77","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130052-2025","2025-12-18 16:28:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","689999","34.81","34.81","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130053-2025","2025-12-18 16:32:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","721999","34.77","34.77","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130054-2025","2025-12-18 16:33:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","569590","38.29","38.29","Studio","1","","","Expo 2020 Site","0","0","","Coventry 66"
"102-130055-2025","2025-12-18 16:34:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4721888","267.67","267.67","4 B/R","","","","","0","0","","Grand Polo - Equiterra "
"102-130056-2025","2025-12-18 16:34:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1147321","72.02","72.02","1 B/R","1  0","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Antalya By Karma"
"102-130057-2025","2025-12-18 16:35:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","547688","33.18","33.18","Studio","1","","","","0","0","","Celesto Tower"
"102-130058-2025","2025-12-18 16:37:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","682999","34.61","34.61","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130059-2025","2025-12-18 16:37:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","766999","57.29","57.29","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130060-2025","2025-12-18 16:39:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","525000","37.81","37.81","Studio","1  0","Rashidiya Metro Station","City Centre Mirdif","","0","0","","Elevia Residences"
"102-130061-2025","2025-12-18 16:41:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3539650","148.72","148.72","3 B/R","","","","","0","0","","Grand Polo - Equiterra "
"102-130062-2025","2025-12-18 16:45:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","682999","34.73","34.73","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130063-2025","2025-12-18 17:46:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1561810","121.6","121.6","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Manhattan 2 by SD"
"102-130064-2025","2025-12-18 16:47:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","1881600","125.49","125.49","2 B/R","1","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Symbolic Zen Residences"
"102-130065-2025","2025-12-18 16:48:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","689999","34.86","34.86","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130066-2025","2025-12-18 16:48:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3794888","141.96","141.96","3 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130067-2025","2025-12-18 16:50:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","895590","60.59","60.59","1 B/R","1","","","IMG World Adventures","0","0","","Azizi Milan Heights "
"102-130068-2025","2025-12-18 16:53:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2140000","90","90","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Franck Muller Yachting"
"102-130069-2025","2025-12-18 16:55:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1345000","99.79","99.79","2 B/R","1","","","Expo 2020 Site","0","0","","Lilian Residences"
"102-130070-2025","2025-12-18 16:58:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1180364.21","75.92","75.92","1 B/R","1  0","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Antalya By Karma"
"102-130071-2025","2025-12-18 16:59:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","697999","34.81","34.81","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130072-2025","2025-12-18 17:00:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2204999","77.28","77.28","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Binghatti Aquarise"
"102-130073-2025","2025-12-18 17:31:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3700000","143.65","143.65","2 B/R","1","","","","0","0","","Erin"
"102-130074-2025","2025-12-18 17:29:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Nad Al Shiba First","Building","Villa","5500000","182.01","182.01","3 B/R","","","","","0","0","","Nad Al Sheba Gardens Phase 7"
"102-130075-2025","2025-12-18 17:06:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","4605828","175.62","175.62","2 B/R","1","","","","0","0","","ELLINGTON SANDS I"
"102-130076-2025","2025-12-18 17:07:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","674999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130077-2025","2025-12-18 17:09:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","7380000","140.46","140.46","2 B/R","1","","","","0","0","","W Residences at Dubai Harbour"
"102-130078-2025","2025-12-18 17:10:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1041098","76.87","76.87","1 B/R","1","","","","0","0","","CELIA HOMES"
"102-130079-2025","2025-12-18 17:11:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2175000","73.46","73.46","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Binghatti Aquarise"
"102-130080-2025","2025-12-18 17:12:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1585537","117.07","117.07","2 B/R","1","","","","0","0","","CELIA HOMES"
"102-130081-2025","2025-12-18 17:13:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1585537","117.07","117.07","2 B/R","1","","","","0","0","","CELIA HOMES"
"102-130082-2025","2025-12-18 17:13:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","718999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130083-2025","2025-12-18 17:14:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1041098","76.87","76.87","1 B/R","1","","","","0","0","","CELIA HOMES"
"102-130084-2025","2025-12-18 17:15:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1041098","76.87","76.87","1 B/R","1","","","","0","0","","CELIA HOMES"
